text,date,group,neg,neu,pos,compound,sentiment_cat
"This looks great to me! Nice PR. :-)

My main concern here is supporting arguments like `06` to mean ""left pad, using zeroes."" Right now, in this PR, I believe `06` will be parsed as `6`, which we will left pad with spaces. I am fine with starting there, but I very much expect someone to come along and request zero padding as well. At that point, if we change `06` to left pad zeroes, then it would technically be a breaking change, which I'd like to avoid.

As a simple work-around to this, I'd suggest return an error if the number starts with a `0`.

If and when we add a custom format character, we shouldn't use some other library to do left padding for us. Re-implementing this specific part of the `format!` macro should be a very short helper function.",2017-12-30 21:33:00+00:00,before,0.051,0.807,0.142,0.8873,positive
,2017-12-31 04:55:02+00:00,before,0.0,0.0,0.0,0.0,neutral
,2017-12-31 22:28:51+00:00,before,0.0,0.0,0.0,0.0,neutral
Looks great! Couldn't have done it better myself. Just left a few nits. :),2018-01-01 16:01:59+00:00,before,0.0,0.517,0.483,0.8832,positive
Sweet! Thanks!,2018-01-01 16:21:16+00:00,before,0.0,0.0,1.0,0.7568,positive
,2018-01-07 13:02:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-07 14:09:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-07 14:09:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-07 18:18:47+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks! Just had one question.,2018-01-07 19:46:01+00:00,before,0.0,0.556,0.444,0.4926,positive
,2018-01-07 20:03:28+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-07 20:05:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-07 20:08:11+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-07 21:48:35+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-07 21:48:44+00:00,before,0.0,0.0,0.0,0.0,neutral
Ahhhhh! Makes much more sense now. :),2018-01-07 21:57:36+00:00,before,0.0,0.628,0.372,0.5508,positive
Nice! Thanks!,2018-01-09 12:29:40+00:00,before,0.0,0.0,1.0,0.7418,positive
Looks great overall! Just have some questions (that you anticipated). Thanks for thinking through the corner cases. :),2018-01-11 12:44:23+00:00,before,0.0,0.593,0.407,0.8832,positive
,2018-01-11 16:07:31+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-11 16:54:28+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks! I have a few nits.,2018-01-12 15:13:52+00:00,before,0.0,0.61,0.39,0.4926,positive
,2018-01-12 15:39:03+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-12 15:53:03+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-12 18:11:49+00:00,before,0.0,0.0,0.0,0.0,neutral
w00t!,2018-01-12 18:35:37+00:00,before,0.0,0.0,1.0,0.5411,positive
,2018-01-12 19:05:52+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-14 12:39:24+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-14 12:41:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-14 12:42:31+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-14 12:50:59+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-14 13:01:25+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks!,2018-01-14 16:20:15+00:00,before,0.0,0.0,1.0,0.4926,positive
,2018-01-17 19:20:00+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks!,2018-01-24 13:53:25+00:00,before,0.0,0.0,1.0,0.4926,positive
"Looks like some awesome resources @anishkny! 

I'll have to track down a way to make the integration tests work all the time. We might have to create a user, then create some posts, etc. We've been getting auth errors for a little while on the user we're using 😞",2018-01-24 19:10:41+00:00,before,0.091,0.726,0.183,0.68,positive
"You are indeed correct that this is a scary change! But I cannot find any holes in your analysis or implementation, so I'm happy to go with it. We do have reasonably good test coverage here and a good history of adding regression tests, so my fear is somewhat tempered. :-)

Thanks so much for taking a deep dive on this and figuring it out!",2018-01-29 19:09:47+00:00,before,0.081,0.686,0.233,0.9315,positive
"This looks great! Thanks for pinging me. Apologies for the tardiness. Also, thanks for pointing out existing tests for `.rgignore`, I forgot about those. :-) I will get this merged once CI passes (I just kicked it).",2018-01-29 19:18:02+00:00,before,0.0,0.725,0.275,0.9098,positive
"@balajisivaraman Thanks so much for working on this! I really wanted to get this merged and there were some fiddly details to get right here, so I went ahead and based a new PR on your work here: #767. I hope that's OK. Most of your code made it through :-) but I did need to refactor the `get_reader` method (which is now `DecompressionReader::from_path`).

I left some comments on this PR that roughly correspond to the changes I made.",2018-01-30 02:41:17+00:00,before,0.0,0.929,0.071,0.5916,positive
,2018-01-30 15:27:26+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-30 15:27:35+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-01-30 21:07:06+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-09 18:48:44+00:00,before,0.0,0.0,0.0,0.0,neutral
Derp. Thank you!,2018-02-12 23:08:42+00:00,before,0.0,0.417,0.583,0.4199,positive
,2018-02-13 23:20:49+00:00,before,0.0,0.0,0.0,0.0,neutral
"Thanks for working on this! Unfortunately, I think a lot more work needs to be put into this.

First and foremost, we need a specification for how this works, including its interaction with other flags. The interaction with other flags can be complicated, but it needs thought through. It is possible that some of the answer there is ""we don't support it yet, or won't support it, so present an error."" The benefit of an error is that we can change it in the future to not be an error. The downside of an error is that it's bad UX.

Secondly, #244 describes a number of concerns I have and even discusses a possible format. In particular, the ""ackmate"" format is something that other tools already know how to read, presumably.

I think the next step here is to go back to #244 and write up the documentation for this feature first. That way, we can discuss the semantics of this before looking at the code.",2018-02-14 12:00:07+00:00,before,0.138,0.808,0.054,-0.9513,negative
This looks perfect! Great work!,2018-02-14 17:01:17+00:00,before,0.0,0.264,0.736,0.855,positive
,2018-02-14 17:57:14+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-14 18:08:53+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-14 18:11:55+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-14 18:14:29+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-14 18:22:51+00:00,before,0.0,0.0,0.0,0.0,neutral
"Nice catch, thanks!",2018-02-17 13:24:06+00:00,before,0.0,0.143,0.857,0.7177,positive
,2018-02-18 22:10:34+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-18 22:25:41+00:00,before,0.0,0.0,0.0,0.0,neutral
Excellent! Thank you for working to improve the docs here. :),2018-02-18 22:30:01+00:00,before,0.0,0.361,0.639,0.908,positive
Thanks!,2018-02-20 01:58:52+00:00,before,0.0,0.0,1.0,0.4926,positive
"@balajisivaraman Thanks for working on this! I know you closed this, but you might consider that it is possible to get this merged without much additional work. For example, if you change ""match count"" to ""matched line count"" (or similar), then that would be correct and still useful IMO. :) I defer to you! Regardless, I left some small amount of feedback.",2018-02-20 12:35:20+00:00,before,0.039,0.815,0.146,0.8217,positive
"Thanks for working on this! We need a little bit more test coverage here, and I suspect it may expose a bug.",2018-02-20 12:39:15+00:00,before,0.157,0.731,0.112,0.1007,positive
@balajisivaraman This looks great to me! I left some comments but I think they are all pretty minor!,2018-02-20 13:21:40+00:00,before,0.0,0.683,0.317,0.8143,positive
,2018-02-20 15:07:38+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-20 15:09:35+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-20 16:16:38+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-20 16:18:20+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-20 16:18:55+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-02-20 16:54:26+00:00,before,0.0,0.0,0.0,0.0,neutral
"Thanks! I left a comment, but yeah, I might take this! I haven't been overly burdened by updating them manually, and there is a script in the `ci` directory that gives me the sha256 sums.",2018-02-26 12:00:27+00:00,before,0.0,0.796,0.204,0.8031,positive
,2018-02-26 19:14:11+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks!,2018-03-03 14:02:20+00:00,before,0.0,0.0,1.0,0.4926,positive
"@samuelramox Not sure if you are still interested in submitting the PR, if so I can go ahead and merge if you make these changes:
* revert back the name changes
* add the asterisks to the end of the names of the ones that you _did_ change

Thanks :smile:",2018-03-04 17:42:22+00:00,before,0.035,0.821,0.144,0.7301,positive
,2018-03-06 02:01:23+00:00,before,0.0,0.0,0.0,0.0,neutral
Nice! Thanks!,2018-03-07 17:43:32+00:00,before,0.0,0.0,1.0,0.7418,positive
Thanks!,2018-03-12 10:54:04+00:00,before,0.0,0.0,1.0,0.4926,positive
Thanks!,2018-03-17 23:33:10+00:00,before,0.0,0.0,1.0,0.4926,positive
,2018-03-31 18:44:01+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-01 05:35:28+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-01 06:43:48+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-01 06:58:45+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-01 10:50:45+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-01 13:47:55+00:00,before,0.0,0.0,0.0,0.0,neutral
:+1:,2018-04-01 13:48:20+00:00,before,0.0,1.0,0.0,0.0,neutral
I'd suggest splitting trailing whitespaces trimming from the rest.,2018-04-02 05:20:42+00:00,before,0.0,1.0,0.0,0.0,neutral
,2018-04-02 05:30:39+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-02 05:42:03+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-02 05:43:41+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-02 05:44:43+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-04 16:49:28+00:00,before,0.0,0.0,0.0,0.0,neutral
"Seems great to me, thanks!",2018-04-05 12:01:35+00:00,before,0.0,0.291,0.709,0.807,positive
Thanks!,2018-04-09 11:21:43+00:00,before,0.0,0.0,1.0,0.4926,positive
,2018-04-09 19:24:10+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-09 19:30:38+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-16 21:02:06+00:00,before,0.0,0.0,0.0,0.0,neutral
"@3ldidi94,
Where does that entry come from?
Why are you placing it in that position?",2018-04-21 16:44:25+00:00,before,0.0,1.0,0.0,0.0,neutral
,2018-04-27 11:34:49+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-29 13:31:16+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-29 16:51:57+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-29 17:02:37+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-04-29 17:09:54+00:00,before,0.0,0.0,0.0,0.0,neutral
Makes sense.,2018-05-02 12:51:31+00:00,before,0.0,1.0,0.0,0.0,neutral
Thanks!,2018-05-03 13:04:29+00:00,before,0.0,0.0,1.0,0.4926,positive
Thanks! Just a couple of nits.,2018-05-04 11:05:50+00:00,before,0.0,0.61,0.39,0.4926,positive
,2018-05-06 03:44:21+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks!,2018-05-06 23:01:55+00:00,before,0.0,0.0,1.0,0.4926,positive
Thanks!,2018-05-06 23:02:31+00:00,before,0.0,0.0,1.0,0.4926,positive
"Awesome, thanks. LGTM!",2018-05-07 17:04:57+00:00,before,0.0,0.121,0.879,0.807,positive
"Awesome, thank you!",2018-05-08 15:19:33+00:00,before,0.0,0.127,0.873,0.784,positive
,2018-05-11 10:32:54+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-12 05:14:08+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-12 07:55:20+00:00,before,0.0,0.0,0.0,0.0,neutral
"Thanks for your submission. Can you please use the original post title ""Writing an SVG Library""?",2018-05-13 07:00:31+00:00,before,0.0,0.634,0.366,0.7579,positive
,2018-05-13 10:16:21+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-13 10:24:48+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-13 10:44:07+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-13 10:45:11+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks for your submission!,2018-05-13 22:38:38+00:00,before,0.0,0.484,0.516,0.4926,positive
,2018-05-13 23:01:36+00:00,before,0.0,0.0,0.0,0.0,neutral
"Wow this is awesome! I had no idea ripgrep was in this many BSD package repos. This basically looks good to me, but had a question on nomenclature.",2018-05-13 23:02:01+00:00,before,0.049,0.732,0.219,0.68,positive
,2018-05-13 23:43:44+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-14 10:45:16+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-14 10:45:21+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-14 18:34:31+00:00,before,0.0,0.0,0.0,0.0,neutral
Thank you for your submission!,2018-05-14 18:47:20+00:00,before,0.0,0.589,0.411,0.4199,positive
,2018-05-14 18:54:52+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-15 09:12:24+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-15 13:35:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-05-24 06:55:26+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks!,2018-05-24 10:45:53+00:00,before,0.0,0.0,1.0,0.4926,positive
Thanks for adding this! I didn't know ripgrep was available in MacPorts. I have one small formatting nit.,2018-05-24 10:47:21+00:00,before,0.0,0.842,0.158,0.4926,positive
"Yes, thank you!",2018-05-24 17:01:11+00:00,before,0.0,0.154,0.846,0.6696,positive
"Awesome, thanks!",2018-05-25 10:41:40+00:00,before,0.0,0.0,1.0,0.807,positive
"Thanks for submitting this!

The problem with Clippy (and why I don't use it) is that it produces a number of warnings that I disagree with. I tried to note them in this PR.",2018-05-30 13:04:56+00:00,before,0.19,0.707,0.102,-0.5562,negative
,2018-06-02 03:57:25+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-04 20:15:15+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-05 17:39:28+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-05 20:40:27+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-05 21:31:42+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-05 21:49:07+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-06 00:01:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-06 00:25:05+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-06 00:43:56+00:00,before,0.0,0.0,0.0,0.0,neutral
"Awesome, thanks!",2018-06-06 11:41:27+00:00,before,0.0,0.0,1.0,0.807,positive
,2018-06-06 19:01:26+00:00,before,0.0,0.0,0.0,0.0,neutral
"Thanks!

Also, can I just say, it makes me unreasonably happy to see you following my commit message conventions. :-)",2018-06-15 12:05:11+00:00,before,0.0,0.584,0.416,0.8858,positive
,2018-06-18 19:17:06+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-18 20:04:39+00:00,before,0.0,0.0,0.0,0.0,neutral
"Excellent! This is perfect as-is, thank you so much. :-)",2018-06-19 11:40:12+00:00,before,0.0,0.32,0.68,0.9148,positive
,2018-06-20 19:17:24+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-20 19:20:56+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-20 19:23:22+00:00,before,0.0,0.0,0.0,0.0,neutral
Thanks!,2018-06-23 19:25:23+00:00,before,0.0,0.0,1.0,0.4926,positive
"LGTM, thanks! And yeah, I'm not too particular about adding tests for these since I'm not sure they are worth it.

I defer to you on how to handle the zsh completions. :-)",2018-06-25 21:01:22+00:00,before,0.102,0.663,0.235,0.663,positive
Hah. I like it. You're right about its provenance; I wanted to match `find`. But you're also right about everything else too. :+1:,2018-06-26 00:05:54+00:00,before,0.0,0.926,0.074,0.1901,positive
,2018-06-26 15:40:23+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-26 15:40:23+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-06-26 15:40:26+00:00,before,0.0,0.0,0.0,0.0,neutral
"Looks good @mohawk2! Thanks for adding this 😄 

I just have the one comment but it looks good to me 👍",2018-07-02 15:36:57+00:00,before,0.0,0.637,0.363,0.8744,positive
Thanks @mohawk2!,2018-07-02 16:01:57+00:00,before,0.0,0.239,0.761,0.4926,positive
"Lovely! This all looks good to me. Thank you for improving auto complete support in zsh!

I'll let this bake for a bit as requested. Ping me if I forget about it. :-)",2018-07-03 10:45:04+00:00,before,0.042,0.572,0.387,0.9401,positive
,2018-07-13 15:55:51+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 16:00:48+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 16:09:58+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 16:41:10+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 16:42:18+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 17:32:07+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 17:35:03+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 17:41:39+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-07-13 17:46:18+00:00,before,0.0,0.0,0.0,0.0,neutral
Nice find and fix!,2018-07-21 17:26:34+00:00,before,0.0,0.492,0.508,0.4753,positive
"This looks great! For your first Rust code, this ain't bad at all! :-)

I am going to clean this up with a variety of minor nits, but overall, your approach looks solid!",2018-07-21 18:56:36+00:00,before,0.0,0.723,0.277,0.8294,positive
Ah thanks! I will figure out the syntax some day. :-),2018-07-24 11:21:10+00:00,before,0.0,0.621,0.379,0.6696,positive
Hi @msrahman07 please undo all changes except the 4 changes you need to make to the text in `README.template.md`,2018-07-27 01:25:21+00:00,before,0.0,0.887,0.113,0.3182,positive
LGTM,2018-08-04 21:29:47+00:00,before,0.0,1.0,0.0,0.0,neutral
"Nice, thanks!",2018-08-06 10:44:00+00:00,before,0.0,0.0,1.0,0.7177,positive
"Ah right, thank you!",2018-08-07 11:49:58+00:00,before,0.0,0.518,0.482,0.4199,positive
"Nice! Looks good, with one question/clarification.",2018-08-07 16:52:10+00:00,before,0.0,0.4,0.6,0.7177,positive
,2018-08-07 16:53:57+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-08-07 16:54:19+00:00,before,0.0,0.0,0.0,0.0,neutral
,2018-08-07 16:56:38+00:00,before,0.0,0.0,0.0,0.0,neutral
